nombre,email,curp,ocupacion_especifica,Puesto,diploma
Marcos Abraham Silverio,marcos@gmail.com,ABCD123456EFGHIJ106,Autotransporte,Instructor,17
Marcos Abraham Silverio,marcos@gmail.com,ABCD123456EFGHIJ107,Autotransporte,Instructor,18
Marcos Abraham Silverio,marcos@gmail.com,ABCD123456EFGHIJ108,Autotransporte,Instructor,19
Marcos Abraham Silverio,marcos@gmail.com,ABCD123456EFGHIJ109,Autotransporte,Instructor,20
Marcos Abraham Silverio,marcos@gmail.com,ABCD123456EFGHIJ110,Autotransporte,Instructor,21
Marcos Abraham Silverio,marcos@gmail.com,ABCD123456EFGHIJ111,Autotransporte,Instructor,22
Marcos Abraham Silverio,marcos@gmail.com,ABCD123456EFGHIJ112,Autotransporte,Instructor,23
Marcos Abraham Silverio,marcos@gmail.com,ABCD123456EFGHIJ113,Autotransporte,Instructor,24
Marcos Abraham Silverio,marcos@gmail.com,ABCD123456EFGHIJ114,Autotransporte,Instructor,25
Marcos Abraham Silverio,marcos@gmail.com,ABCD123456EFGHIJ115,Autotransporte,Instructor,26
Marcos Abraham Silverio,marcos@gmail.com,ABCD123456EFGHIJ116,Autotransporte,Instructor,27
Marcos Abraham Silverio,marcos@gmail.com,ABCD123456EFGHIJ117,Autotransporte,Instructor,28
Marcos Abraham Silverio,marcos@gmail.com,ABCD123456EFGHIJ118,Autotransporte,Instructor,29
Marcos Abraham Silverio,marcos@gmail.com,ABCD123456EFGHIJ119,Autotransporte,Instructor,30
Marcos Abraham Silverio,marcos@gmail.com,ABCD123456EFGHIJ120,Autotransporte,Instructor,31
Marcos Abraham Silverio,marcos@gmail.com,ABCD123456EFGHIJ121,Autotransporte,Instructor,32
Marcos Abraham Silverio,marcos@gmail.com,ABCD123456EFGHIJ122,Autotransporte,Instructor,33
Marcos Abraham Silverio,marcos@gmail.com,ABCD123456EFGHIJ123,Autotransporte,Instructor,34
Marcos Abraham Silverio,marcos@gmail.com,ABCD123456EFGHIJ124,Autotransporte,Instructor,35
Marcos Abraham Silverio,marcos@gmail.com,ABCD123456EFGHIJ125,Autotransporte,Instructor,36
Marcos Abraham Silverio,marcos@gmail.com,ABCD123456EFGHIJ126,Autotransporte,Instructor,37
Marcos Abraham Silverio,marcos@gmail.com,ABCD123456EFGHIJ127,Autotransporte,Instructor,38
Marcos Abraham Silverio,marcos@gmail.com,ABCD123456EFGHIJ128,Autotransporte,Instructor,39
Marcos Abraham Silverio,marcos@gmail.com,ABCD123456EFGHIJ129,Autotransporte,Instructor,40
Marcos Abraham Silverio,marcos@gmail.com,ABCD123456EFGHIJ130,Autotransporte,Instructor,41
Marcos Abraham Silverio,marcos@gmail.com,ABCD123456EFGHIJ131,Autotransporte,Instructor,42
Marcos Abraham Silverio,marcos@gmail.com,ABCD123456EFGHIJ132,Autotransporte,Instructor,43
Marcos Abraham Silverio,marcos@gmail.com,ABCD123456EFGHIJ133,Autotransporte,Instructor,44
Marcos Abraham Silverio,marcos@gmail.com,ABCD123456EFGHIJ134,Autotransporte,Instructor,45
Marcos Abraham Silverio,marcos@gmail.com,ABCD123456EFGHIJ135,Autotransporte,Instructor,46
Marcos Abraham Silverio,marcos@gmail.com,ABCD123456EFGHIJ136,Autotransporte,Instructor,47
Marcos Abraham Silverio,marcos@gmail.com,ABCD123456EFGHIJ137,Autotransporte,Instructor,48
Marcos Abraham Silverio,marcos@gmail.com,ABCD123456EFGHIJ138,Autotransporte,Instructor,49
Marcos Abraham Silverio,marcos@gmail.com,ABCD123456EFGHIJ139,Autotransporte,Instructor,50
Marcos Abraham Silverio,marcos@gmail.com,ABCD123456EFGHIJ140,Autotransporte,Instructor,51
Marcos Abraham Silverio,marcos@gmail.com,ABCD123456EFGHIJ141,Autotransporte,Instructor,52
Marcos Abraham Silverio,marcos@gmail.com,ABCD123456EFGHIJ142,Autotransporte,Instructor,53
