nombre,email,curp,ocupacion_especifica,Puesto,diploma
Marcos Abraham Silverio,marcos@gmail.com,ABCD123456EFGHIJ106,Autotransporte,Instructor,0
Marcos Abraham Silverio,marcos@gmail.com,ABCD123456EFGHIJ107,Autotransporte,Instructor,0
Marcos Abraham Silverio,marcos@gmail.com,ABCD123456EFGHIJ108,Autotransporte,Instructor,0
Marcos Abraham Silverio,marcos@gmail.com,ABCD123456EFGHIJ109,Autotransporte,Instructor,0
Marcos Abraham Silverio,marcos@gmail.com,ABCD123456EFGHIJ110,Autotransporte,Instructor,0
Marcos Abraham Silverio,marcos@gmail.com,ABCD123456EFGHIJ111,Autotransporte,Instructor,0
Marcos Abraham Silverio,marcos@gmail.com,ABCD123456EFGHIJ112,Autotransporte,Instructor,0
Marcos Abraham Silverio,marcos@gmail.com,ABCD123456EFGHIJ113,Autotransporte,Instructor,0
Marcos Abraham Silverio,marcos@gmail.com,ABCD123456EFGHIJ114,Autotransporte,Instructor,0
Marcos Abraham Silverio,marcos@gmail.com,ABCD123456EFGHIJ115,Autotransporte,Instructor,0
Marcos Abraham Silverio,marcos@gmail.com,ABCD123456EFGHIJ116,Autotransporte,Instructor,0
Marcos Abraham Silverio,marcos@gmail.com,ABCD123456EFGHIJ117,Autotransporte,Instructor,0
Marcos Abraham Silverio,marcos@gmail.com,ABCD123456EFGHIJ118,Autotransporte,Instructor,0
Marcos Abraham Silverio,marcos@gmail.com,ABCD123456EFGHIJ119,Autotransporte,Instructor,0
Marcos Abraham Silverio,marcos@gmail.com,ABCD123456EFGHIJ120,Autotransporte,Instructor,0
Marcos Abraham Silverio,marcos@gmail.com,ABCD123456EFGHIJ121,Autotransporte,Instructor,0
Marcos Abraham Silverio,marcos@gmail.com,ABCD123456EFGHIJ122,Autotransporte,Instructor,0
Marcos Abraham Silverio,marcos@gmail.com,ABCD123456EFGHIJ123,Autotransporte,Instructor,0
Marcos Abraham Silverio,marcos@gmail.com,ABCD123456EFGHIJ124,Autotransporte,Instructor,0
Marcos Abraham Silverio,marcos@gmail.com,ABCD123456EFGHIJ125,Autotransporte,Instructor,0
Marcos Abraham Silverio,marcos@gmail.com,ABCD123456EFGHIJ126,Autotransporte,Instructor,0
Marcos Abraham Silverio,marcos@gmail.com,ABCD123456EFGHIJ127,Autotransporte,Instructor,0
Marcos Abraham Silverio,marcos@gmail.com,ABCD123456EFGHIJ128,Autotransporte,Instructor,0
Marcos Abraham Silverio,marcos@gmail.com,ABCD123456EFGHIJ129,Autotransporte,Instructor,0
Marcos Abraham Silverio,marcos@gmail.com,ABCD123456EFGHIJ130,Autotransporte,Instructor,0
Marcos Abraham Silverio,marcos@gmail.com,ABCD123456EFGHIJ131,Autotransporte,Instructor,0
Marcos Abraham Silverio,marcos@gmail.com,ABCD123456EFGHIJ132,Autotransporte,Instructor,0
Marcos Abraham Silverio,marcos@gmail.com,ABCD123456EFGHIJ133,Autotransporte,Instructor,0
Marcos Abraham Silverio,marcos@gmail.com,ABCD123456EFGHIJ134,Autotransporte,Instructor,0
Marcos Abraham Silverio,marcos@gmail.com,ABCD123456EFGHIJ135,Autotransporte,Instructor,0
Marcos Abraham Silverio,marcos@gmail.com,ABCD123456EFGHIJ136,Autotransporte,Instructor,0
Marcos Abraham Silverio,marcos@gmail.com,ABCD123456EFGHIJ137,Autotransporte,Instructor,0
Marcos Abraham Silverio,marcos@gmail.com,ABCD123456EFGHIJ138,Autotransporte,Instructor,0
Marcos Abraham Silverio,marcos@gmail.com,ABCD123456EFGHIJ139,Autotransporte,Instructor,0
Marcos Abraham Silverio,marcos@gmail.com,ABCD123456EFGHIJ140,Autotransporte,Instructor,0
Marcos Abraham Silverio,marcos@gmail.com,ABCD123456EFGHIJ141,Autotransporte,Instructor,0
Marcos Abraham Silverio,marcos@gmail.com,ABCD123456EFGHIJ142,Autotransporte,Instructor,0
Wissell Brayan Hiroshy Pérez Díaz,hiroshywissell@gmail.com,PEDW980928HNERZS08,Ing Software,Developer,1
